,Date,DosesDaily,DosesDailyCumulative,DoseDailtFirst,DoseDailyFirstCumulative,DoseDialyPopPercent,VacSDaily,VacSCumulative,VacSPopPercent,Population,ZipCoords,Row_ID,Current Population:,2010 Population:,Households per ZIP Code:,Average House Value:,Avg. Income Per Household:,Persons Per Household:,White Proportion,White Population:,Black Proportion,Black Population:,Hispanic Proportion,Hispanic Population:,Asian Population:,American Indian Population:,Hawaiian Population:,Other Population:,Male Population:,Female Population:,Median Age:,Male Median Age:,Female Median Age:
2312,2020-12-24,36,966,36,966,0.011000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201224,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2313,2020-12-19,160,496,160,496,0.006,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201219,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2314,2021-01-15,146,3674,127,2756,0.031,19,918,0.01,87633,POINT (-87.701101 41.921058),60647-20210115,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2315,2020-12-29,118,1155,118,1155,0.013000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201229,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2316,2021-01-11,185,2604,54,1950,0.022000000000000002,131,654,0.006999999999999999,87633,POINT (-87.701101 41.921058),60647-20210111,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2317,2021-01-02,45,1384,45,1384,0.016,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20210102,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2318,2021-01-06,103,1703,75,1660,0.019,28,43,0.0,87633,POINT (-87.701101 41.921058),60647-20210106,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2319,2021-01-09,170,2373,50,1873,0.021,120,500,0.006,87633,POINT (-87.701101 41.921058),60647-20210109,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2320,2020-12-18,241,336,241,336,0.004,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201218,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2321,2020-12-25,0,966,0,966,0.011000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201225,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2322,2020-12-22,151,829,151,829,0.009000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201222,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2323,2021-01-01,0,1339,0,1339,0.015,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20210101,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2324,2020-12-26,13,979,13,979,0.011000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201226,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2325,2020-12-17,87,95,87,95,0.001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201217,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2326,2021-01-12,244,2848,133,2083,0.024,111,765,0.009000000000000001,87633,POINT (-87.701101 41.921058),60647-20210112,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2327,2021-01-05,116,1600,107,1585,0.018000000000000002,9,15,0.0,87633,POINT (-87.701101 41.921058),60647-20210105,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2328,2020-12-21,146,678,146,678,0.008,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201221,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2329,2021-01-10,46,2419,23,1896,0.022000000000000002,23,523,0.006,87633,POINT (-87.701101 41.921058),60647-20210110,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2330,2021-01-13,412,3260,312,2395,0.027000000000000003,100,865,0.01,87633,POINT (-87.701101 41.921058),60647-20210113,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2331,2020-12-31,60,1339,60,1339,0.015,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201231,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2332,2021-01-07,206,1909,79,1739,0.02,127,170,0.002,87633,POINT (-87.701101 41.921058),60647-20210107,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2333,2021-01-17,33,3809,24,2873,0.033,9,936,0.011000000000000001,87633,POINT (-87.701101 41.921058),60647-20210117,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2334,2020-12-16,8,8,8,8,0.0,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201216,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2335,2020-12-27,0,979,0,979,0.011000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201227,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2336,2020-12-23,101,930,101,930,0.011000000000000001,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201223,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2337,2020-12-20,36,532,36,532,0.006,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201220,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2338,2020-12-30,124,1279,124,1279,0.015,0,0,0.0,87633,POINT (-87.701101 41.921058),60647-20201230,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2339,2021-01-04,80,1484,74,1478,0.017,6,6,0.0,87633,POINT (-87.701101 41.921058),60647-20210104,86012,87291,34330,"$378,000","$73,443",2.52,0.6376946077,55665,0.08816487381000002,7696,0.5464137196,47697,2810,1176,231,23701,44168,43123,30.70 years,30.70 years,30.60 years
2340,2021-01-15,40,990,32,883,0.019,8,107,0.002,46633,POINT (-87.571522 41.762202),60649-20210115,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2341,2021-01-16,12,1002,12,895,0.019,0,107,0.002,46633,POINT (-87.571522 41.762202),60649-20210116,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2342,2021-01-17,5,1007,4,899,0.019,1,108,0.002,46633,POINT (-87.571522 41.762202),60649-20210117,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2343,2021-01-18,55,1062,46,945,0.02,9,117,0.003,46633,POINT (-87.571522 41.762202),60649-20210118,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2344,2021-01-19,187,1249,171,1116,0.024,16,133,0.003,46633,POINT (-87.571522 41.762202),60649-20210119,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2345,2021-01-20,102,1351,84,1200,0.026000000000000002,18,151,0.003,46633,POINT (-87.571522 41.762202),60649-20210120,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2346,2021-01-21,145,1496,127,1327,0.027999999999999997,18,169,0.004,46633,POINT (-87.571522 41.762202),60649-20210121,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2347,2021-01-22,159,1655,150,1477,0.032,9,178,0.004,46633,POINT (-87.571522 41.762202),60649-20210122,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2348,2021-01-23,59,1714,52,1529,0.033,7,185,0.004,46633,POINT (-87.571522 41.762202),60649-20210123,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2349,2021-01-24,35,1749,34,1563,0.034,1,186,0.004,46633,POINT (-87.571522 41.762202),60649-20210124,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2350,2021-01-25,98,1847,87,1650,0.035,11,197,0.004,46633,POINT (-87.571522 41.762202),60649-20210125,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2351,2021-01-26,205,2052,122,1772,0.038,83,280,0.006,46633,POINT (-87.571522 41.762202),60649-20210126,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2352,2021-01-27,116,2168,97,1869,0.04,19,299,0.006,46633,POINT (-87.571522 41.762202),60649-20210127,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2353,2021-01-28,130,2298,117,1986,0.043,13,312,0.006999999999999999,46633,POINT (-87.571522 41.762202),60649-20210128,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2354,2021-01-29,161,2459,141,2127,0.046,20,332,0.006999999999999999,46633,POINT (-87.571522 41.762202),60649-20210129,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2355,2021-01-30,57,2516,52,2179,0.047,5,337,0.006999999999999999,46633,POINT (-87.571522 41.762202),60649-20210130,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2356,2021-01-31,11,2527,11,2190,0.047,0,337,0.006999999999999999,46633,POINT (-87.571522 41.762202),60649-20210131,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2357,2021-02-01,91,2618,77,2267,0.049,14,351,0.008,46633,POINT (-87.571522 41.762202),60649-20210201,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2358,2021-02-02,88,2706,60,2327,0.05,28,379,0.008,46633,POINT (-87.571522 41.762202),60649-20210202,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2359,2021-02-03,129,2835,103,2430,0.052000000000000005,26,405,0.009000000000000001,46633,POINT (-87.571522 41.762202),60649-20210203,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2360,2021-02-04,62,2897,46,2476,0.053,16,421,0.009000000000000001,46633,POINT (-87.571522 41.762202),60649-20210204,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2361,2020-12-21,13,61,13,61,0.001,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201221,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2362,2020-12-24,14,118,14,118,0.003,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201224,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2363,2020-12-31,12,306,12,306,0.006999999999999999,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201231,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2364,2021-01-12,95,785,80,709,0.015,15,76,0.002,46633,POINT (-87.571522 41.762202),60649-20210112,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2365,2020-12-16,0,0,0,0,0.0,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201216,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2366,2021-01-08,152,585,133,546,0.012,19,39,0.001,46633,POINT (-87.571522 41.762202),60649-20210108,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2367,2020-12-22,17,78,17,78,0.002,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201222,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2368,2021-01-11,82,690,69,629,0.013000000000000001,13,61,0.001,46633,POINT (-87.571522 41.762202),60649-20210111,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2369,2020-12-28,21,140,21,140,0.003,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201228,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2370,2020-12-15,0,0,0,0,0.0,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201215,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2371,2021-01-07,38,433,23,413,0.009000000000000001,15,20,0.0,46633,POINT (-87.571522 41.762202),60649-20210107,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2372,2020-12-27,0,119,0,119,0.003,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201227,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2373,2021-01-01,0,306,0,306,0.006999999999999999,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20210101,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2374,2020-12-19,6,46,6,46,0.001,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201219,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2375,2021-01-10,5,608,3,560,0.012,2,48,0.001,46633,POINT (-87.571522 41.762202),60649-20210110,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2376,2020-12-23,26,104,26,104,0.002,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201223,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2377,2021-01-03,11,323,11,323,0.006999999999999999,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20210103,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2378,2020-12-26,1,119,1,119,0.003,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201226,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2379,2020-12-29,131,271,131,271,0.006,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201229,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2380,2021-01-13,118,903,102,811,0.017,16,92,0.002,46633,POINT (-87.571522 41.762202),60649-20210113,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2381,2020-12-18,27,40,27,40,0.001,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201218,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2382,2021-01-02,6,312,6,312,0.006999999999999999,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20210102,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2383,2021-01-06,22,395,21,390,0.008,1,5,0.0,46633,POINT (-87.571522 41.762202),60649-20210106,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2384,2021-01-04,17,340,15,338,0.006999999999999999,2,2,0.0,46633,POINT (-87.571522 41.762202),60649-20210104,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2385,2021-01-09,18,603,11,557,0.012,7,46,0.001,46633,POINT (-87.571522 41.762202),60649-20210109,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2386,2020-12-25,0,118,0,118,0.003,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201225,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2387,2020-12-20,2,48,2,48,0.001,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201220,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2388,2021-01-14,47,950,40,851,0.018000000000000002,7,99,0.002,46633,POINT (-87.571522 41.762202),60649-20210114,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2389,2020-12-30,23,294,23,294,0.006,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201230,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2390,2020-12-17,13,13,13,13,0.0,0,0,0.0,46633,POINT (-87.571522 41.762202),60649-20201217,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2391,2021-01-05,33,373,31,369,0.008,2,4,0.0,46633,POINT (-87.571522 41.762202),60649-20210105,50397,46650,21715,"$158,800","$30,222",2.11,0.02632368703,1228,0.9705037513,45274,0.01759914255,821,215,407,25,389,20334,26316,38.20 years,36.00 years,39.70 years
2392,2021-01-26,90,1377,68,1140,0.018000000000000002,22,237,0.004,63492,POINT (-87.741017 41.901964),60651-20210126,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2393,2021-01-27,121,1498,108,1248,0.02,13,250,0.004,63492,POINT (-87.741017 41.901964),60651-20210127,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2394,2021-01-28,142,1640,118,1366,0.022000000000000002,24,274,0.004,63492,POINT (-87.741017 41.901964),60651-20210128,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2395,2021-01-29,174,1814,158,1524,0.024,16,290,0.005,63492,POINT (-87.741017 41.901964),60651-20210129,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2396,2021-01-30,65,1879,53,1577,0.025,12,302,0.005,63492,POINT (-87.741017 41.901964),60651-20210130,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2397,2021-01-31,12,1891,11,1588,0.025,1,303,0.005,63492,POINT (-87.741017 41.901964),60651-20210131,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2398,2021-02-01,90,1981,75,1663,0.026000000000000002,15,318,0.005,63492,POINT (-87.741017 41.901964),60651-20210201,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2399,2021-02-02,314,2295,254,1917,0.03,60,378,0.006,63492,POINT (-87.741017 41.901964),60651-20210202,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2400,2021-02-03,153,2448,130,2047,0.032,23,401,0.006,63492,POINT (-87.741017 41.901964),60651-20210203,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2401,2021-02-04,96,2544,86,2133,0.034,10,411,0.006,63492,POINT (-87.741017 41.901964),60651-20210204,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2402,2020-12-28,29,141,29,141,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201228,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2403,2021-01-15,43,697,39,598,0.009000000000000001,4,99,0.002,63492,POINT (-87.741017 41.901964),60651-20210115,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2404,2021-01-14,39,654,36,559,0.009000000000000001,3,95,0.001,63492,POINT (-87.741017 41.901964),60651-20210114,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
2405,2020-12-25,0,109,0,109,0.002,0,0,0.0,63492,POINT (-87.741017 41.901964),60651-20201225,52832,64267,19703,"$164,500","$38,083",3.25,0.1696204895,10901,0.6497269204999999,41756,0.3385252151,21756,367,718,139,12165,30345,33922,31.00 years,29.50 years,32.50 years
